Id,Age,Gender,Marital_status,Numofcomp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime_week,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
3522,19-26,Female,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,No,Outskirt Town,Average,Average,No,Working,2,No,Yes,No,No,Yes,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,No
3523,27-33,Male,Married,0-2',8,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,Yes,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
3524,19-26,Female,Married,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Centre,Average,High Cost,Yes,Working,5,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,No
3525,19-26,Male,Single,0-2',8,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,5,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3526,27-33,Female,Married,3-5',8,7-10K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
3527,19-26,Male,Single,3-5',2,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
3528,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Unemployed/Resigned,1,No,No,Yes,No,No,Less Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,No
3529,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
3530,27-33,Female,Single,0-2',8,15K Above,<25%,Mon-Fri,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
3531,34-40,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Low Cost,No,Working,5,No,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
3532,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
3533,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,2,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3534,19-26,Male,Married,3-5',5,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3535,19-26,Male,Single,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Unemployed/Resigned,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,Yes
3536,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,No,Town,Average,Low Cost,No,Unemployed/Resigned,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
3537,19-26,Female,Single,3-5',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,High Cost,No,Working,2,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
3538,27-33,Male,Married,3-5',8,3.5-7K,<25%,Flexible Hours,No,No,Contract,Yes,Business Centre,Near,High Cost,Yes,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3539,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,Yes
3540,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
3541,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3542,27-33,Female,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Centre,Near,High Cost,No,Working,5,No,No,No,No,Yes,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3543,19-26,Male,Single,0-2',5,3.5-7K,<25%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,Low,High,High,No
3544,34-40,Female,Married,6-8',8,10-15K,50-75%,24/7 Operation,No,Yes,Permanant,Yes,Outskirt Town,Far,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,No
3545,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3546,19-26,Male,Single,0-2',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3547,34-40,Male,Single,0-2',5,15K Above,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,No,Working,5,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,Low,High,No
3548,19-26,Female,Married,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,No,Outskirt Town,Far,Low Cost,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
3549,19-26,Male,Single,0-2',2,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Near,Average,Yes,Working,3,No,No,No,No,Yes,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3550,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
3551,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,Yes
3552,27-33,Male,Single,3-5',5,7-10K,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,Low,High,No
3553,19-26,Male,Married,3-5',5,7-10K,50-75%,24/7 Operation,Yes,Yes,Permanant,Yes,Outskirt Town,Near,Average,No,Working,4,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3554,19-26,Female,Single,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,Yes,Business Centre,Far,High Cost,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3555,27-33,Female,Single,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
3556,27-33,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,Yes,Working,1,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
3557,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3558,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
3559,19-26,Male,Single,0-2',5,3.5-7K,Above 100%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,Average,No,Working,4,Yes,Yes,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3560,34-40,Male,Single,6-8',8,3.5-7K,75-100%,Mon-Fri,No,Yes,Contract,Yes,Town,Average,Average,Yes,Working,4,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3561,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3562,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,2,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3563,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3564,34-40,Male,Single,0-2',5,10-15K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,Yes,No,No,No,500 to 2000,High,Low,High,Yes
3565,34-40,Male,Single,0-2',5,15K Above,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,No,Working,5,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,Low,High,No
3566,27-33,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,Yes,Working,1,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
3567,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3568,19-26,Male,Single,3-5',2,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
3569,27-33,Female,Married,0-2',5,3.5-7K,50-75%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,High Cost,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,200 to 500,High,High,High,Yes
3570,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3571,34-40,Male,Single,9 Above,8,15K Above,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,Average,No,Working,5,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3572,19-26,Male,Married,3-5',5,7-10K,50-75%,24/7 Operation,Yes,Yes,Permanant,Yes,Outskirt Town,Near,Average,No,Working,4,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3573,34-40,Male,Single,0-2',5,15K Above,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,No,Working,5,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,Low,High,No
3574,34-40,Male,Single,9 Above,8,15K Above,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,Average,No,Working,5,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3575,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
3576,27-33,Female,Single,6-8',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,Yes,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
3577,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
3578,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3579,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,Yes
3580,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3581,34-40,Male,Single,3-5',5,15K Above,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Near,High Cost,No,Working,2,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,Low,High,No
3582,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
3583,34-40,Male,Single,9 Above,8,15K Above,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,Average,No,Working,5,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3584,19-26,Female,Married,0-2',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
3585,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3586,27-33,Female,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
3587,27-33,Female,Married,6-8',8 Above,10-15K,25-50%,24/7 Operation,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,4,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
3588,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
3589,27-33,Female,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
3590,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Working,5,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,Low,High,No
3591,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3592,19-26,Male,Single,0-2',8,3.5-7K,Above 100%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,High Cost,No,Working,4,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3593,34-40,Male,Married,0-2',8 Above,15K Above,<25%,Mon-Fri,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,Yes,Working,3,Yes,No,No,Yes,No,More Than 12 Days,Yes,No,No,No,2000 to 5000,High,High,High,No
3594,19-26,Male,Married,0-2',2,3.5-7K,<25%,Flexible Hours,No,No,Permanant,No,Town,Average,Average,Yes,Unemployed/Resigned,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
3595,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Working,5,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,Low,High,No
3596,27-33,Female,Single,6-8',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,Yes,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
3597,19-26,Female,Single,3-5',5,3.5-7K,25-50%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3598,34-40,Female,Married,3-5',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
3599,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3600,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,Low,High,High,No
3601,19-26,Female,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,Less Than 200,High,High,High,Yes
3602,40 Above,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,No,More Than 5000,High,Low,High,Yes
3603,19-26,Male,Single,0-2',5,3.5-7K,25-50%,24/7 Operation,No,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Unemployed/Resigned,3,Yes,Yes,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3604,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3605,27-33,Female,Single,0-2',8,15K Above,<25%,Mon-Fri,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
3606,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
3607,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,2,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3608,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3609,27-33,Female,Married,6-8',8 Above,10-15K,25-50%,24/7 Operation,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,4,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
3610,19-26,Female,Married,0-2',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
3611,19-26,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
3612,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
3613,34-40,Female,Married,3-5',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
3614,34-40,Male,Single,0-2',5,15K Above,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,No,Working,5,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,Low,High,No
3615,19-26,Male,Single,0-2',8,3.5-7K,Above 100%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,High Cost,No,Working,4,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3616,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
3617,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3618,27-33,Female,Single,9 Above,8,10-15K,75-100%,Flexible Hours,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More Than 12 Days,Yes,No,No,No,2000 to 5000,High,High,High,No
3619,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3620,19-26,Male,Single,0-2',2,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Near,Average,Yes,Working,3,No,No,No,No,Yes,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3621,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,Low,High,High,No
3622,27-33,Male,Single,3-5',5,7-10K,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,Low,High,No
3623,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3624,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
3625,27-33,Female,Single,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
3626,27-33,Female,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Centre,Near,High Cost,No,Working,5,No,No,No,No,Yes,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3627,19-26,Female,Single,0-2',8,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
3628,34-40,Male,Single,6-8',8,10-15K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,Low,High,Yes
3629,34-40,Male,Married,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Outskirt Town,Average,High Cost,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,More Than 5000,High,High,High,Yes
3630,19-26,Female,Single,0-2',8,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
3631,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3632,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
3633,27-33,Male,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
3634,19-26,Female,Married,0-2',2,3.5-7K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,No,No,Yes,Yes,2000 to 5000,High,High,High,Yes
